Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
5,四国,徳島430,徳島県,JP5YCR A,JP5YCR G,439.370000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,34.050733,134.553733,+9:00
5,四国,徳島阿南430,徳島県,JR5VT  A,JR5VT  G,434.700000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,33.934350,134.679067,+9:00
5,四国,阿波430,徳島県,JP5YCW A,JP5YCW G,434.500000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Exact,34.102167,134.297300,+9:00
5,四国,美馬430,徳島県,JP5YCV A,JP5YCV G,439.130000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,34.052500,134.019800,+9:00
5,四国,徳島三好430,徳島県,JR5WH  A,JR5WH  G,434.540000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,34.042217,133.780267,+9:00
5,四国,徳島美波430,徳島県,JP5YCT A,JP5YCT G,434.240000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,33.740883,134.477750,+9:00
5,四国,徳島海陽430,徳島県,JP5YCX A,JP5YCX G,439.450000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,33.602017,134.351983,+9:00
5,四国,松山道後温泉430,愛媛県,JP5YCO A,JP5YCO G,439.130000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,33.853233,132.785767,+9:00
5,四国,松山道後温泉1200,愛媛県,JP5YCO B,JP5YCO G,1291.670000,DUP-,20.000000,DV,OFF,88.5Hz,NO,Exact,33.853233,132.785767,+9:00
5,四国,松山城430,愛媛県,JP5YCU A,JP5YCU G,439.450000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,33.845567,132.765533,+9:00
5,四国,今治大三島430,愛媛県,JR5WW  A,JR5WW  G,439.270000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,34.244350,133.009767,+9:00
5,四国,宇和島430,愛媛県,JR5WS  A,JR5WS  G,439.170000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,33.265917,132.595050,+9:00
5,四国,伊予秦皇山430,愛媛県,JR5VL  A,JR5VL  G,439.470000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,33.662967,132.726800,+9:00
5,四国,愛媛久万高原430,愛媛県,JR5WC  A,JR5WC  G,439.010000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,33.686067,132.924850,+9:00
5,四国,高知430,高知県,JP5YCQ A,JP5YCQ G,439.470000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,33.567500,133.559583,+9:00
6,九州,福岡430,福岡県,JP6YHS A,JP6YHS G,439.130000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,33.616683,130.524300,+9:00
6,九州,福岡1200,福岡県,JP6YHS B,JP6YHS G,1291.090000,DUP-,20.000000,DV,OFF,88.5Hz,NO,Approximate,33.616683,130.524300,+9:00
6,九州,福岡南430,福岡県,JP6YIB A,JP6YIB G,439.430000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,33.573433,130.409083,+9:00
6,九州,糸島430,福岡県,JP6YID A,JP6YID G,439.330000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,33.520283,130.237183,+9:00
6,九州,長崎430,長崎県,JP6YHI A,JP6YHI G,439.470000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,32.767167,129.865317,+9:00
6,九州,熊本430,熊本県,JP6YHN A,JP6YHN G,439.030000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,32.806183,130.778417,+9:00
6,九州,熊本東430,熊本県,JP6YGU A,JP6YGU G,439.110000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,32.774900,130.737117,+9:00
6,九州,八代430,熊本県,JP6YHR A,JP6YHR G,439.450000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,32.506600,130.593750,+9:00
6,九州,別府430,大分県,JP6YIC A,JP6YIC G,439.070000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,33.378467,131.531267,+9:00
6,九州,宮崎430,宮崎県,JP6YHW A,JP6YHW G,439.470000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,31.925200,131.411150,+9:00
6,九州,都城430,宮崎県,JP6YHU A,JP6YHU G,439.490000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,31.728333,131.113300,+9:00
6,九州,延岡九保大430,宮崎県,JP6YIA A,JP6YIA G,439.310000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,32.568217,131.613567,+9:00
6,九州,鹿児島430,鹿児島県,JP6YHZ A,JP6YHZ G,439.450000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,31.570383,130.562617,+9:00
6,九州,薩摩川内430,鹿児島県,JP6YHM A,JP6YHM G,439.390000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,31.784767,130.292133,+9:00
6,九州,日置430,鹿児島県,JP6YEL A,JP6YEL G,439.210000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,31.560217,130.355667,+9:00
6,九州,那覇430,沖縄県,JQ6YAA A,JQ6YAA G,439.370000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,26.224700,127.707200,+9:00
6,九州,宜野湾430,沖縄県,JR6YZ  A,JR6YZ  G,439.450000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,26.283867,127.753550,+9:00
6,九州,宮古島430,沖縄県,JQ6YBA A,JQ6YBA G,439.390000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,24.740800,125.332800,+9:00
7,東北,青森430,青森県,JR7WQ  A,JR7WQ  G,439.490000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,40.791167,140.752083,+9:00
7,東北,八戸430,青森県,JP7YEM A,JP7YEM G,439.070000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,40.438733,141.574850,+9:00
7,東北,花巻430,岩手県,JP7YET A,JP7YET G,439.210000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,39.484133,141.146967,+9:00
7,東北,岩手滝沢430,岩手県,JR7WD  A,JR7WD  G,439.470000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,39.749667,141.089833,+9:00
7,東北,秋田430,秋田県,JP7YER A,JP7YER G,439.430000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,39.712817,140.094567,+9:00
7,東北,大館430,秋田県,JP7YES A,JP7YES G,439.410000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,40.243450,140.527817,+9:00
7,東北,天童430,山形県,JR7WI  A,JR7WI  G,439.390000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,38.338067,140.372100,+9:00
7,東北,山形高畠430,山形県,JR7WS  A,JR7WS  G,439.330000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,38.002917,140.189283,+9:00
7,東北,仙台430,宮城県,JP7YEL A,JP7YEL G,439.490000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,38.258800,140.922433,+9:00
7,東北,仙台1200,宮城県,JP7YEL B,JP7YEL G,1291.690000,DUP-,20.000000,DV,OFF,88.5Hz,NO,Approximate,38.258800,140.922433,+9:00
7,東北,仙台青葉430,宮城県,JP7YFB A,JP7YFB G,439.310000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,38.264167,140.871033,+9:00
7,東北,福島430,福島県,JP7YEZ A,JP7YEZ G,439.210000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,37.753767,140.451867,+9:00
7,東北,福島医大430,福島県,JP7YFF A,JP7YFF G,439.010000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,37.689617,140.470900,+9:00
7,東北,郡山430,福島県,JP7YFC A,JP7YFC G,439.270000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,37.400733,140.359717,+9:00
7,東北,郡山鶴見坦430,福島県,JR7WV  A,JR7WV  G,439.070000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,37.391867,140.361550,+9:00
7,東北,須賀川430,福島県,JP7YEX A,JP7YEX G,439.090000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,37.288133,140.373233,+9:00
7,東北,いわき430,福島県,JP7YEU A,JP7YEU G,439.390000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,37.018733,140.916800,+9:00
7,東北,南相馬430,福島県,JP7YFD A,JP7YFD G,439.230000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,37.637450,140.985083,+9:00
7,東北,福島伊達430,福島県,JP7YEW A,JP7YEW G,439.350000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,37.818583,140.521050,+9:00
7,東北,福島大玉430,福島県,JP7YEY A,JP7YEY G,439.130000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,37.580783,140.333233,+9:00
7,東北,福島西郷430,福島県,JP7YDO A,JP7YDO G,439.430000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,37.142250,140.155217,+9:00
8,北海道,札幌430,北海道,JP8YDZ A,JP8YDZ G,439.490000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,42.997483,141.379667,+9:00
8,北海道,札幌1200,北海道,JP8YDZ B,JP8YDZ G,1291.690000,DUP-,20.000000,DV,OFF,88.5Hz,NO,Approximate,42.997483,141.379667,+9:00
8,北海道,函館430,北海道,JP8YEA A,JP8YEA G,439.030000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,41.826033,140.743333,+9:00
8,北海道,千歳430,北海道,JP8YEB A,JP8YEB G,439.470000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,42.835133,141.633817,+9:00
8,北海道,帯広430,北海道,JP8YEC A,JP8YEC G,439.450000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,42.933417,143.200067,+9:00
8,北海道,旭川430,北海道,JP8YEE A,JP8YEE G,439.430000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,43.777167,142.385250,+9:00
8,北海道,北見430,北海道,JP8YEF A,JP8YEF G,439.410000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,43.826167,143.917117,+9:00
8,北海道,広尾430,北海道,JP8YEG A,JP8YEG G,439.390000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,42.300550,143.311133,+9:00
8,北海道,興部430,北海道,JP8YEH A,JP8YEH G,439.390000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,44.469917,143.123517,+9:00
8,北海道,稚内430,北海道,JP8YEI A,JP8YEI G,439.450000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,45.387267,141.708783,+9:00
9,北陸,富山430,富山県,JP9YEO A,JP9YEO G,439.390000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,36.716517,137.255167,+9:00
9,北陸,高岡430,富山県,JP9YEG A,JP9YEG G,439.030000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,36.719833,136.996633,+9:00
9,北陸,南砺430,富山県,JP9YEI A,JP9YEI G,439.470000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,36.554550,136.912650,+9:00
9,北陸,富山上市430,富山県,JP9YEM A,JP9YEM G,439.450000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,36.660850,137.476883,+9:00
9,北陸,福井430,福井県,JP9YEJ A,JP9YEJ G,439.450000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,36.051983,136.243150,+9:00
9,北陸,敦賀430,福井県,JP9YEN A,JP9YEN G,439.390000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,35.621767,136.037783,+9:00
9,北陸,金沢430,石川県,JP9YEH A,JP9YEH G,439.490000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,36.565417,136.631700,+9:00
9,北陸,小松430,石川県,JP9YEQ A,JP9YEQ G,439.410000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,36.350550,136.425317,+9:00
9,北陸,中能登430,石川県,JP9YEP A,JP9YEP G,439.370000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,36.976433,136.925600,+9:00
10,信越,新潟大学430,新潟県,JP0YDY A,JP0YDY G,439.410000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Exact,37.920533,139.034817,+9:00
10,信越,新潟430,新潟県,JP0YDR A,JP0YDR G,439.190000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,37.890733,138.982367,+9:00
10,信越,長岡430,新潟県,JP0YDU A,JP0YDU G,439.430000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,37.436567,138.841000,+9:00
10,信越,長岡栃尾430,新潟県,JP0YEE A,JP0YEE G,439.450000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,37.493867,138.998200,+9:00
10,信越,十日町430,新潟県,JP0YEF A,JP0YEF G,439.170000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,37.109183,138.743617,+9:00
10,信越,妙高430,新潟県,JP0YEB A,JP0YEB G,439.050000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,37.059100,138.242383,+9:00
10,信越,上田430,長野県,JP0YDP A,JP0YDP G,439.030000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,36.413050,138.294567,+9:00
10,信越,美ヶ原430,長野県,JP0YCI A,JP0YDP G,439.070000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,36.223500,138.115300,+9:00
10,信越,長野篠ノ井430,長野県,JP0YEC A,JP0YEC G,439.350000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,36.577133,138.140967,+9:00
10,信越,松本430,長野県,JP0YEG A,JP0YEG G,439.270000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,36.197617,137.967583,+9:00
10,信越,飯田430,長野県,JP0YDX A,JP0YDX G,439.230000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,35.491000,137.797000,+9:00
10,信越,信州中野430,長野県,JP0YEA A,JP0YEA G,439.470000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,36.751950,138.386233,+9:00
